movie,title,genres,year,Rating,Rotton Tomato
4792,13 Ghosts,Horror,1960,7,74
4914,Breathless (À bout de souffle),Crime|Drama|Romance,1960,2,79
4954,Ocean's Eleven (a.k.a. Ocean's 11),Comedy|Crime,1960,3,56
5119,Saturday Night and Sunday Morning,Drama,1959,8,90
5799,Exodus,Drama|Romance|War,1960,10,83
7245,Tormented,Horror|Thriller,1959,3,54
7818,School For Scoundrels,Comedy,1960,3,50
8154,"Dolce Vita, La",Drama,1960,5,90
8189,Zazie dans le métro,Comedy,1960,8,99
8617,Butterfield 8,Drama,1959,5,68
8988,Cinderfella,Comedy,1959,2,94
32381,Bells Are Ringing,Comedy|Musical|Romance,1959,3,80
70188,Wild River,Drama|Romance,1960,1,56
74089,Peter Pan,Children|Fantasy|Musical,1960,3,74
902,Breakfast at Tiffany's,Drama|Romance,1960,2,64
1947,West Side Story,Drama|Musical|Romance,1961,3,73
2017,Babes in Toyland,Children|Fantasy|Musical,1960,7,57
2085,101 Dalmatians (One Hundred and One Dalmatians),Adventure|Animation|Children,1960,1,57
2732,Jules and Jim (Jules et Jim),Drama|Romance,1961,2,68
3030,Yojimbo,Action|Adventure,1960,1,85
3600,Blue Hawaii,Comedy|Musical,1960,6,61
4804,Pocketful of Miracles,Comedy|Drama,1961,4,90
5063,One-Eyed Jacks,Western,1961,9,86
5227,Barabbas,Adventure|Drama,1960,2,54
5830,Mysterious Island,Adventure|Sci-Fi,1960,2,95
6073,Victim,Crime|Drama,1960,4,61
6225,King of Kings,Drama,1961,8,54
6579,"One, Two, Three",Comedy,1961,10,94
6599,Accattone,Drama,1961,6,95
6777,Judgment at Nuremberg,Drama,1960,2,84
7068,Last Year at Marienbad (L'Année dernière à Marienbad),Drama|Mystery|Romance,1960,1,59
7939,Through a Glass Darkly (Såsom i en spegel),Drama,1961,6,55
8239,Viridiana,Comedy|Drama,1961,7,91
8385,Lover Come Back,Comedy|Romance,1960,3,67
63629,Fanny,Drama|Romance,1960,3,90
86864,Mothra (Mosura),Adventure|Fantasy|Sci-Fi,1960,5,100
1204,Lawrence of Arabia,Adventure|Drama|War,1961,10,72
1207,To Kill a Mockingbird,Drama,1962,7,56
1344,Cape Fear,Crime|Drama|Thriller,1961,9,55
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),Action|Sci-Fi,1961,1,60
2729,Lolita,Drama|Romance,1961,1,57
2905,Sanjuro (Tsubaki Sanjûrô),Action|Adventure|Drama,1962,10,64
2949,Dr. No,Action|Adventure|Thriller,1962,10,52
3546,What Ever Happened to Baby Jane?,Drama|Horror|Thriller,1961,9,70
3604,Gypsy,Musical,1962,5,99
3627,Carnival of Souls,Horror|Thriller,1962,2,93
4263,Days of Wine and Roses,Drama,1962,4,61
4704,Hatari!,Adventure|Comedy,1961,7,67
5398,Requiem for a Heavyweight,Drama,1961,10,94
6414,Gay Purr-ee,Animation|Children|Musical,1962,9,78
6514,Ring of Terror,Horror,1961,2,97
7043,Vivre sa vie: Film en douze tableaux (My Life to Live),Drama,1961,2,64
7062,Birdman of Alcatraz,Drama,1962,9,76
7082,That Touch of Mink,Comedy|Romance,1962,2,56
8057,Sweet Bird of Youth,Drama,1961,3,87
8477,"Jetée, La",Romance|Sci-Fi,1961,1,74
8650,Long Day's Journey Into Night,Drama,1962,2,90
26079,David and Lisa,Drama,1962,2,51
26082,Harakiri (Seppuku),Drama,1961,3,51
26086,"Occurrence at Owl Creek Bridge, An (La rivière du hibou)",Drama|War,1962,5,89
26094,"Eclisse, L' (Eclipse)",Drama,1961,8,75
32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),Drama|War,1962,3,64
911,Charade,Comedy|Crime|Mystery|Romance|Thriller,1962,1,61
1251,8 1/2 (8½),Drama|Fantasy,1962,7,77
1572,"Contempt (Mépris, Le)",Drama,1963,9,51
1948,Tom Jones,Adventure|Comedy|Romance,1963,7,53
2098,Son of Flubber,Children|Comedy,1963,8,77
2948,From Russia with Love,Action|Adventure|Thriller,1962,5,74
3076,Irma la Douce,Comedy,1963,2,67
3344,Blood Feast,Horror,1962,7,92
3467,Hud,Drama|Western,1962,10,74
3832,"Black Sabbath (Tre volti della paura, I)",Horror,1963,1,90
3921,Beach Party,Comedy,1962,8,72
4274,Cleopatra,Drama|Romance,1963,7,94
4401,Donovan's Reef,Action|Comedy|Romance,1962,7,71
4687,Billy Liar,Comedy,1963,3,75
4799,"It's a Mad, Mad, Mad, Mad World",Action|Adventure|Comedy|Crime,1962,10,74
5057,4 for Texas,Comedy|Western,1963,4,60
6562,Spencer's Mountain,Comedy|Drama,1963,3,57
7926,High and Low (Tengoku to jigoku),Crime|Drama|Film-Noir|Thriller,1963,7,66
7938,Winter Light (Nattvardsgästerna),Drama,1962,3,72
8126,Shock Corridor,Drama,1962,2,66
8850,Flipper,Adventure|Children|Drama,1963,8,73
43635,Bye Bye Birdie,Comedy|Musical,1963,1,83
51773,"America, America",Drama,1962,8,66
72880,Flaming Creatures,Drama,1962,1,55
106004,Maniac,Crime|Horror|Mystery|Romance|Thriller,1962,1,92
914,My Fair Lady,Comedy|Drama|Musical|Romance,1963,10,90
1028,Mary Poppins,Children|Comedy|Fantasy|Musical,1963,9,94
2181,Marnie,Drama|Mystery|Romance|Thriller,1963,3,63
2820,Hamlet,Drama,1964,7,64
2863,"Hard Day's Night, A",Adventure|Comedy|Musical,1964,7,99
2947,Goldfinger,Action|Adventure|Thriller,1964,6,69
2951,"Fistful of Dollars, A (Per un pugno di dollari)",Action|Western,1963,8,74
3245,I Am Cuba (Soy Cuba/Ya Kuba),Drama,1964,9,56
3351,Two Thousand Maniacs!,Horror,1964,6,74
3634,Seven Days in May,Thriller,1963,2,51
3922,Bikini Beach,Comedy,1964,7,55
3924,Pajama Party,Comedy,1963,6,93
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le)",Comedy|Drama,1963,8,76
5638,Godzilla vs. Mothra (Mosura tai Gojira),Action|Adventure|Fantasy|Sci-Fi,1963,3,88
5899,Zulu,Action|Drama|War,1963,10,67
6522,Man's Favorite Sport?,Comedy,1964,7,65
7085,Send Me No Flowers,Comedy|Romance,1964,10,100
7560,Fail-Safe,Drama|Thriller|War,1963,8,59
7564,Kwaidan (Kaidan),Horror,1963,2,51
8828,Dead Ringer,Drama|Thriller,1963,6,59
8857,Lilith,Drama,1963,9,83
26111,Becket,Drama,1964,10,94
26116,"Hush... Hush, Sweet Charlotte",Horror|Thriller,1964,2,92
26122,Onibaba,Drama|Horror|War,1964,8,83
30783,Blood and Black Lace (Sei donne per l'assassino),Horror|Thriller,1964,6,59
42783,Shadows of Our Forgotten Ancestors (Tini zabutykh predkiv),Drama|Romance,1963,10,97
50740,Seven Up!,Documentary,1963,7,88
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol)",Adventure|Crime|Drama|Western,1964,4,72
83829,Scorpio Rising,(no genres listed),1964,10,89
390,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,1964,7,60
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",Drama|Mystery|Romance|Sci-Fi|Thriller,1964,5,59
1018,That Darn Cat!,Children|Comedy|Mystery,1965,9,58
2067,Doctor Zhivago,Drama|Romance|War,1964,8,86
2856,I Saw What You Did,Thriller,1964,5,65
2946,Help!,Comedy|Musical,1965,3,79
2993,Thunderball,Action|Adventure|Thriller,1965,8,82
3075,Repulsion,Drama|Horror,1965,3,97
3520,How to Stuff a Wild Bikini,Comedy,1965,5,98
3681,For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western,1965,10,63
3873,Cat Ballou,Comedy|Western,1964,9,79
4339,Von Ryan's Express,Action|Adventure|Drama|War,1964,1,69
4394,Beach Blanket Bingo,Comedy|Musical,1964,6,85
4411,Sons of Katie Elder,Western,1965,6,54
5498,Red Beard (Akahige),Drama,1965,9,50
6178,"Patch of Blue, A",Drama|Romance,1964,1,96
6416,King Rat,Drama|War,1964,9,95
6422,Shenandoah,Drama|War|Western,1965,10,75
7051,"What's New, Pussycat",Comedy,1965,4,56
7130,Darling,Drama,1965,4,82
7748,Pierrot le fou,Crime|Drama,1964,5,71
8821,Harum Scarum,Comedy|Musical,1965,3,55
26133,"Charlie Brown Christmas, A",Animation|Children|Comedy,1964,6,61
26147,"Thousand Clowns, A",Comedy|Drama|Romance,1965,5,72
31737,Bunny Lake Is Missing,Mystery|Thriller,1965,8,64
97254,Shakespeare-Wallah,Drama,1965,8,58
1949,"Man for All Seasons, A",Drama,1966,1,52
2132,Who's Afraid of Virginia Woolf?,Drama,1966,6,81
2180,Torn Curtain,Thriller,1965,5,90
2969,"Man and a Woman, A (Un homme et une femme)",Drama|Romance,1966,4,66
3487,El Dorado,Western,1965,4,91
3788,Blow-Up (Blowup),Drama|Mystery,1965,2,69
3927,Fantastic Voyage,Adventure|Sci-Fi,1965,7,59
4191,Alfie,Comedy|Drama|Romance,1966,5,75
4284,Frankie and Johnny,Comedy,1966,3,95
4930,Funeral in Berlin,Action|Drama|Thriller,1965,2,97
4984,Morgan!,Comedy|Drama|Fantasy,1966,6,53
5062,Seconds,Mystery|Sci-Fi|Thriller,1966,6,71
6232,Born Free,Adventure|Children|Drama,1966,1,59
6305,Fahrenheit 451,Drama|Sci-Fi,1966,10,82
6386,Nevada Smith,Western,1965,4,66
6447,Duel at Diablo,War,1966,8,72
6584,"What's Up, Tiger Lily?",Adventure|Comedy|Crime|Thriller,1966,5,96
7122,King of Hearts,Comedy|Drama|War,1966,8,50
7182,Lord Love a Duck,Comedy,1965,7,85
7312,"Follow Me, Boys!",Comedy|Drama,1966,3,72
7327,Persona,Drama,1965,9,61
8033,How to Steal a Million,Comedy|Crime|Romance,1965,8,71
8056,Harper,Crime|Drama|Mystery,1965,2,99
8820,Spinout,Comedy|Musical,1965,6,51
26151,Au Hasard Balthazar,Crime|Drama,1966,9,90
26152,Batman,Action|Adventure|Comedy,1966,5,81
31930,Masculin Féminin,Drama,1965,8,87
34359,Georgy Girl,Comedy,1966,1,53
42900,Cul-de-sac,Comedy|Crime|Drama|Thriller,1965,2,99
91582,Stagecoach,Western,1966,9,61
1084,Bonnie and Clyde,Crime|Drama,1966,10,73
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her),Drama,1966,5,83
1276,Cool Hand Luke,Drama,1967,7,95
2135,Doctor Dolittle,Adventure|Children|Musical,1967,8,73
3025,Rough Night in Jericho,Western,1966,3,78
3296,To Sir with Love,Drama,1966,1,81
3451,Guess Who's Coming to Dinner,Drama,1967,7,88
3460,Hillbillys in a Haunted House,Comedy,1966,4,100
4854,Clambake,Musical,1967,6,60
5796,Casino Royale,Action|Adventure|Comedy,1966,10,88
6257,I Am Curious (Yellow) (Jag är nyfiken - en film i gult),Drama,1967,3,88
6480,Thoroughly Modern Millie,Comedy|Musical,1967,5,99
6639,Wait Until Dark,Drama|Thriller,1967,6,56
6852,In Cold Blood,Crime|Drama,1966,6,91
7204,Hells Angels on Wheels,Drama,1966,7,96
7569,You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,1966,9,81
7708,Bedazzled,Comedy|Fantasy,1966,6,56
7714,Camelot,Drama|Musical|Romance,1967,8,61
7888,How to Succeed in Business Without Really Trying,Comedy|Musical,1967,9,90
7946,Reflections in a Golden Eye,Drama,1966,10,87
8819,Double Trouble,Musical,1967,7,67
8840,Who's That Knocking at My Door?,Drama,1966,4,71
26163,Don't Look Back,Documentary|Musical,1967,2,68
26171,Play Time (a.k.a. Playtime),Comedy,1967,10,85
26172,Point Blank,Action|Crime|Drama|Thriller,1966,2,74
26176,Titicut Follies,Documentary|Drama,1966,7,66
34517,Berserk,Horror|Mystery|Thriller,1967,6,76
45000,"Chinoise, La",Comedy|Drama,1966,1,83
51044,Magical Mystery Tour,Comedy|Musical,1967,4,67
71755,Earth Entranced (Terra em Transe),Drama,1966,3,52
107412,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)",Comedy|Romance,1967,2,50
110752,Mondo Hollywood,Documentary,1966,10,66
674,Barbarella,Adventure|Comedy|Sci-Fi,1968,5,88
702,Faces,Drama,1968,4,67
924,2001: A Space Odyssey,Adventure|Drama|Sci-Fi,1968,1,94
1951,Oliver!,Drama|Musical,1968,9,95
2035,Blackbeard's Ghost,Children|Comedy,1967,5,59
2160,Rosemary's Baby,Drama|Horror|Thriller,1967,10,53
2285,If....,Drama,1968,4,63
2857,Yellow Submarine,Adventure|Animation|Comedy|Fantasy|Musical,1967,7,95
2922,Hang 'Em High,Crime|Drama|Western,1967,8,52
3427,Coogan's Bluff,Crime,1967,2,97
3668,Romeo and Juliet,Drama|Romance,1968,1,72
4281,Candy,Comedy,1968,3,93
4912,Funny Girl,Drama|Musical|Romance,1967,3,73
6808,Where Eagles Dare,Action|Adventure|War,1967,9,73
7076,Bullitt,Action|Crime|Drama|Thriller,1968,7,57
7136,Stolen Kisses (Baisers volés),Comedy|Drama|Romance,1967,3,53
7247,Chitty Chitty Bang Bang,Adventure|Children|Comedy|Fantasy|Musical,1968,8,60
7936,Shame (Skammen),Drama|War,1968,2,50
7979,Monterey Pop,Documentary|Musical,1968,2,63
8147,Charly,Drama|Sci-Fi,1968,5,64
8267,Signs of Life (Lebenszeichen),Drama,1968,5,95
26164,Fando and Lis (Fando y Lis),Adventure|Fantasy,1967,10,68
26198,"Yours, Mine and Ours",Children|Comedy,1968,4,76
39659,Teorema,Drama,1967,2,70
57418,"Rachel, Rachel",Drama|Romance,1968,5,79
86982,Destroy All Monsters (Kaijû sôshingeki),Action|Sci-Fi|Thriller,1967,6,55
1952,Midnight Cowboy,Drama,1968,6,62
3168,Easy Rider,Adventure|Drama,1968,4,53
3494,True Grit,Adventure|Drama|Western,1968,1,75
3633,On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller,1969,6,76
3806,Mackenna's Gold,Western,1969,1,62
4282,Fellini Satyricon,Drama|Fantasy,1968,1,75
4709,Paint Your Wagon,Comedy|Musical|Western,1969,4,80
5000,Medium Cool,Drama|Romance,1969,10,63
5354,Cactus Flower,Comedy,1968,6,63
5475,Z,Drama|Mystery|Thriller,1969,6,51
6245,Sweet Charity,Comedy|Drama|Musical|Romance,1968,10,96
6247,Women in Love,Drama|Romance,1969,4,99
6732,"Hello, Dolly!",Comedy|Musical|Romance,1969,3,63
7110,Blind Beast (Môjuu),Drama|Thriller,1968,10,90
8039,Support Your Local Sheriff!,Comedy|Western,1968,5,52
8388,Ring of Bright Water,Comedy|Drama,1968,8,73
8571,Bob & Carol & Ted & Alice,Comedy|Drama,1969,2,73
8725,"Goodbye, Columbus",Comedy|Drama|Romance,1969,10,92
8797,Salesman,Documentary,1968,9,59
26150,Andrei Rublev (Andrey Rublyov),Drama|War,1968,6,85
26199,Alice's Restaurant,Comedy|Drama,1969,6,81
26208,My Night At Maud's (Ma Nuit Chez Maud),Comedy|Drama|Romance,1968,6,52
46855,Army of Shadows (L'armée des ombres),Action|Drama|Thriller|War,1969,9,55
59805,Antonio das Mortes (O Dragão da Maldade contra o Santo Guerreiro),Drama|Western,1968,3,88
59834,100 Rifles,Adventure|War|Western,1969,10,66
81054,Love Is Colder Than Death (Liebe ist kälter als der Tod),Comedy|Crime|Romance,1968,9,85
114082,Bambi Meets Godzilla,Animation|Comedy,1968,2,97
1272,Patton,Drama|War,1969,8,97
2520,Airport,Drama,1969,8,71
3037,Little Big Man,Western,1969,5,60
3066,Tora! Tora! Tora!,Action|Drama|War,1970,10,78
3201,Five Easy Pieces,Drama,1970,3,88
3836,Kelly's Heroes,Action|Comedy|War,1970,9,85
4296,Love Story,Drama|Romance,1969,5,77
4349,Catch-22,Comedy|War,1970,10,91
5060,M*A*S*H (a.k.a. MASH),Comedy|Drama|War,1969,2,98
6428,Two Mules for Sister Sara,Comedy|War|Western,1970,10,95
6470,Chisum,Western,1969,8,84
6995,Hercules in New York,Action|Comedy|Fantasy,1970,7,93
7111,Ryan's Daughter,Drama|Romance,1970,4,69
7190,Jane Eyre,Drama,1970,3,92
7484,Gimme Shelter,Documentary,1969,6,89
7836,Woodstock,Documentary|Musical,1969,2,65
7958,Bloody Mama,Crime|Drama,1969,1,98
26228,"Swedish Love Story, A (Kärlekshistoria, En)",Drama|Romance,1970,5,66
26231,Performance,Crime|Drama|Thriller,1969,10,57
26258,"Topo, El",Fantasy|Western,1970,10,81
31963,Bed & Board (Domicile conjugal),Comedy|Drama,1970,1,57
45837,Let It Be,Documentary,1970,7,98
50742,7 Plus Seven,Documentary,1970,2,88
52528,Tristana,Drama,1970,10,64
72647,Zorn's Lemma,Drama,1970,8,84
1031,Bedknobs and Broomsticks,Adventure|Children|Musical,1970,6,59
1078,Bananas,Comedy|War,1970,1,100
1206,"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,1971,8,54
1235,Harold and Maude,Comedy|Drama|Romance,1970,5,57
1419,Walkabout,Adventure|Drama,1971,2,77
1964,Klute,Drama|Mystery,1971,9,72
2788,Monty Python's And Now for Something Completely Different,Comedy,1970,1,82
2984,On Any Sunday,Documentary,1970,2,81
3093,McCabe & Mrs. Miller,Drama|Western,1971,5,94
3167,Carnal Knowledge,Comedy|Drama,1970,3,66
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),Drama|Horror,1971,4,96
3216,"Vampyros Lesbos (Vampiras, Las)",Fantasy|Horror|Thriller,1971,7,51
3522,Sacco and Vanzetti (Sacco e Vanzetti),Drama,1971,3,87
3729,Shaft,Action|Crime|Drama|Thriller,1970,1,94
3947,Get Carter,Action|Crime|Drama|Thriller,1971,6,86
3957,Billy Jack,Action|Drama,1971,8,66
3984,Diamonds Are Forever,Action|Adventure|Thriller,1971,1,99
4803,Play Misty for Me,Drama|Thriller,1971,10,96
4855,Dirty Harry,Action|Crime|Thriller,1971,3,83
5122,Summer of '42,Drama,1970,6,80
6229,Two-Lane Blacktop,Drama,1971,3,50
6301,Straw Dogs,Drama|Thriller,1971,3,85
6498,Murphy's War,War,1970,7,68
6645,THX 1138,Action|Adventure|Drama|Sci-Fi,1970,6,97
6684,Death in Venice (Morte a Venezia),Drama|Romance,1971,2,88
7300,Vanishing Point,Action|Drama,1971,8,81
7894,"Duck, You Sucker",Action|Western,1971,10,84
8332,Sunday Bloody Sunday,Drama,1970,6,72
8929,Black Beauty,Children|Drama,1971,6,91
26242,Duel,Action|Mystery|Thriller,1970,7,67
26251,Mon Oncle Antoine,Drama,1970,4,90
31549,Fata Morgana,Documentary|Drama|Sci-Fi,1971,3,70
32203,Brian's Song,Drama,1971,4,61
32686,Blood on Satan's Claw (a.k.a. Satan's Skin),Horror|Thriller,1970,8,52
37277,200 Motels,Comedy|Musical,1971,5,75
67504,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit),Documentary,1971,2,62
152844,Demons,Horror,1970,10,94
2178,Frenzy,Thriller,1971,2,95
2361,Pink Flamingos,Comedy,1972,2,86
2871,Deliverance,Adventure|Drama|Thriller,1971,10,64
3074,Jeremiah Johnson,Western,1971,2,80
3490,Horror Express,Horror,1972,10,52
3503,Solaris (Solyaris),Drama|Mystery|Sci-Fi,1971,6,74
3545,Cabaret,Drama|Musical,1971,5,81
3757,Asylum,Horror,1972,6,66
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy,1971,5,78
4422,Cries and Whispers (Viskningar och rop),Drama,1971,7,85
5120,Sleuth,Comedy|Mystery|Thriller,1971,2,60
5275,Boxcar Bertha,Drama,1972,1,92
5353,Butterflies Are Free,Comedy|Drama,1972,7,71
5410,Silent Running,Drama|Sci-Fi,1972,3,52
5986,Fat City,Drama,1972,5,71
6533,"What's Up, Doc?",Comedy,1971,6,84
7008,Last Tango in Paris (Ultimo tango a Parigi),Drama|Romance,1972,10,58
7084,"Play It Again, Sam",Comedy|Romance,1971,10,91
7272,Super Fly (Superfly),Action|Crime|Drama,1971,8,98
8544,"Now You See Him, Now You Don't",Comedy|Sci-Fi,1972,6,77
8690,Slaughterhouse-Five,Comedy|Drama|Sci-Fi|War,1972,9,66
26265,Dr. Phibes Rises Again,Adventure|Comedy|Horror|Romance,1972,6,79
34583,Prime Cut,Action|Crime|Drama,1972,9,50
41226,Sounder,Drama,1971,5,56
48061,Snoopy Come Home,Animation|Children|Comedy|Musical,1971,6,58
62801,Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma),Action|Drama,1972,10,55
74727,Gentlemen of Fortune (Dzhentlmeny udachi),Comedy|Crime|Drama|Mystery,1972,7,84
78903,State of Siege (État de siège),Drama|Thriller,1971,2,71
87884,Savage Messiah,Drama,1972,6,90
615,Bread and Chocolate (Pane e cioccolata),Comedy|Drama,1973,9,86
1077,Sleeper,Comedy|Sci-Fi,1973,8,60
2009,Soylent Green,Drama|Mystery|Sci-Fi|Thriller,1972,1,89
2137,Charlotte's Web,Animation|Children,1973,8,100
2527,Westworld,Action|Sci-Fi|Thriller|Western,1972,4,84
2921,High Plains Drifter,Western,1972,10,67
2991,Live and Let Die,Action|Adventure|Thriller,1973,4,58
3034,Robin Hood,Adventure|Animation|Children|Comedy|Musical,1973,3,54
3198,Papillon,Crime|Drama,1972,8,61
3363,American Graffiti,Comedy|Drama,1973,6,92
3655,Blow-Out (La grande bouffe),Drama,1973,1,52
3682,Magnum Force,Action|Crime|Drama|Thriller,1972,6,59
3735,Serpico,Crime|Drama,1972,2,81
3741,Badlands,Crime|Drama|Thriller,1973,3,90
5105,Don't Look Now,Drama|Horror|Thriller,1972,6,58
6271,Day for Night (La Nuit Américaine),Comedy|Drama|Romance,1973,3,88
6585,White Lightning,Action|Crime|Drama,1972,5,79
6724,Paper Moon,Comedy|Crime|Drama,1973,10,57
7060,Jesus Christ Superstar,Drama|Musical,1972,1,54
7089,Amarcord,Comedy|Drama,1973,7,83
7396,Scenes From a Marriage (Scener ur ett äktenskap),Drama,1973,10,73
8042,Mean Streets,Crime|Drama,1973,8,95
26294,My Name Is Nobody (Il Mio nome è Nessuno),Comedy|Western,1973,10,83
26302,Scarecrow,Drama,1972,7,78
26303,Sisters,Horror|Thriller,1973,6,78
26320,Flesh for Frankenstein (a.k.a. Andy Warhol's Frankenstein),Drama|Horror|Sci-Fi,1972,10,85
27109,Lady Snowblood (Shurayukihime),Action|Crime|Drama|Thriller,1973,3,60
32632,Electra Glide in Blue,Action|Crime,1972,10,85
53887,O Lucky Man!,Comedy|Drama|Fantasy|Musical,1973,5,59
66246,Numbskull Emptybrook (Uuno Turhapuro),Comedy,1972,7,81
1011,Herbie Rides Again,Children|Comedy|Fantasy|Romance,1974,1,58
1252,Chinatown,Crime|Film-Noir|Mystery|Thriller,1974,2,80
1278,Young Frankenstein,Comedy|Fantasy,1973,2,97
1329,Blood for Dracula (Andy Warhol's Dracula),Horror,1974,9,58
2521,Airport 1975,Action|Drama|Thriller,1974,5,70
2535,Earthquake,Action|Drama|Thriller,1974,7,65
3430,Death Wish,Action|Crime|Drama,1974,8,75
3671,Blazing Saddles,Comedy|Western,1973,5,65
3672,Benji,Adventure|Children,1973,4,72
3769,Thunderbolt and Lightfoot,Action,1974,4,64
5088,"Going Places (Valseuses, Les)",Comedy|Crime|Drama,1973,6,62
5341,Lenny,Drama,1974,2,58
5980,Black Christmas,Horror|Mystery|Thriller,1973,5,51
6408,Animals are Beautiful People,Comedy|Documentary,1974,10,86
7817,Zardoz,Fantasy|Sci-Fi,1973,10,80
8838,Alice Doesn't Live Here Anymore,Drama|Romance,1973,1,78
8998,That's Entertainment,Documentary,1973,4,77
26313,California Split,Comedy|Drama,1974,3,100
26317,Emmanuelle,Drama|Romance,1974,1,65
26322,Gone in 60 Seconds,Action|Crime|Drama,1974,7,87
26324,Harry and Tonto,Comedy|Drama,1974,8,94
26325,Hearts and Minds,Documentary|War,1974,1,59
32211,Thriller: A Cruel Picture (Thriller - en grym film),Action|Crime|Drama|Thriller,1974,6,82
32735,Arabian Nights (Il fiore delle mille e una notte),Comedy|Drama|Fantasy,1973,5,85
47330,Dirty Mary Crazy Larry,Action|Crime|Drama|Romance,1973,5,90
59935,Flesh Gordon,Adventure|Comedy|Sci-Fi,1974,3,69
88106,Mahler,Drama,1974,8,58
1009,Escape to Witch Mountain,Adventure|Children|Fantasy,1975,1,58
1387,Jaws,Action|Horror,1974,1,59
1913,Picnic at Hanging Rock,Drama|Mystery,1975,9,66
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Comedy|Drama,1975,9,77
2303,Nashville,Drama|Musical,1974,5,97
2730,Barry Lyndon,Drama|Romance|War,1975,2,93
2877,Tommy,Musical,1975,7,93
3099,Shampoo,Comedy|Drama|Romance,1975,1,55
3362,Dog Day Afternoon,Crime|Drama,1975,10,63
3470,Dersu Uzala,Adventure|Drama,1974,7,86
3814,Love and Death,Comedy,1974,7,98
4045,Breakheart Pass,Western,1974,7,88
4863,Female Trouble,Comedy|Crime,1975,5,61
5117,Funny Lady,Comedy|Musical,1975,8,85
5302,Breakout,Action|Adventure,1974,4,51
5473,Fox and His Friends (Faustrecht der Freiheit),Drama,1975,7,94
5522,Rollerball,Action|Drama|Sci-Fi,1974,1,58
